7.16009	14.1885	4.49988	11.0644	9.51726	16.0755	15.2625	7.98615	10.0844	4.66126	
5.4011	3.63294	17.0659	11.7302	15.3246	5.35915	12.4751	8.33272	12.2367	9.62759	
3.84973	9.35182	11.3273	5.06244	4.13907	13.6233	5.40304	4.7852	11.926	14.5125	
6.97247	16.5567	7.88601	16.4112	6.06765	17.1327	4.78598	14.7948	13.3404	13.5218	
12.1554	17.086	14.1338	9.53429	16.984	3.7982	9.59261	7.2873	8.47701	5.78797	
10.386	10.2426	12.4554	5.43654	15.7556	15.6235	9.89141	4.01984	15.3168	8.00789	
3.66154	10.0453	13.4597	4.21098	12.5862	10.0215	16.814	6.46454	11.9278	7.97791	
15.0004	16.7908	4.88051	15.4139	4.70172	6.3729	11.3665	4.09446	3.50871	7.51647	
4.89282	17.2693	15.2486	12.2132	7.82099	6.0193	7.98229	3.47393	13.2016	6.60117	
15.4982	7.45519	5.82922	8.71937	6.47026	3.45286	9.37819	10.6646	14.2207	14.6496	
15.9142	16.972	10.8981	6.80217	5.69363	15.7364	7.07308	11.9798	15.4784	8.99223	
13.1841	5.90912	7.92668	6.84571	3.64986	10.6651	12.8053	17.3088	7.57874	8.34078	
7.51395	9.10873	7.09712	16.2376	13.8694	12.4679	6.35538	6.39735	8.23775	4.12305	
12.7395	4.32123	16.327	17.7559	17.7273	10.8817	6.38923	4.44904	9.51209	3.75791	
5.25447	5.8754	3.28727	6.15445	7.18126	6.11381	17.0168	8.22062	10.2941	14.0078	
9.92991	14.4205	6.04768	13.7845	13.0727	6.4284	4.24107	13.6176	5.8992	9.42256	
9.10412	8.78762	4.37371	9.33152	9.18159	11.3453	4.85893	4.45628	13.971	5.21149	
16.0145	11.7778	9.47664	13.9372	17.4567	5.23532	17.1702	14.2482	4.68275	7.30944	
6.7535	11.5201	10.997	17.0767	10.3144	5.85116	14.9616	7.8934	10.6295	3.61554	
13.6591	14.5884	11.1899	10.9925	7.51162	8.09853	13.8912	13.105	15.6799	5.87784	
13.3059	5.55018	14.146	14.4424	11.6447	8.36482	3.16017	10.898	7.80549	16.3714	
8.25245	8.43935	8.60679	16.1595	9.42065	3.54118	11.6007	7.30991	8.61044	13.3239	
3.68214	9.24917	15.9086	15.0634	7.99956	8.05303	3.61287	15.5325	6.35401	13.774	
15.5673	8.70559	5.44719	8.82365	4.46274	7.27103	11.2079	10.3192	12.0735	11.2737	
14.8206	8.79968	8.10664	9.75713	13.1525	12.8884	13.2903	9.57977	13.7023	9.96174	
6.21665	8.05621	3.43529	4.02693	16.321	7.89625	16.825	11.8489	5.88204	7.71452	
11.0045	5.8883	7.74823	5.30297	14.0115	12.221	13.6718	12.6367	3.58796	6.04733	
8.69939	16.0676	9.78034	9.38681	7.76212	11.6433	13.3365	15.7634	9.46415	4.93134	
4.73518	7.26037	10.1789	15.2314	15.1155	8.11464	7.76431	5.50259	12.1704	13.6979	
9.83624	16.7433	16.2322	4.31964	5.1436	7.35532	12.8928	16.148	13.4998	3.56743	
11.628	9.77885	5.26565	8.19973	14.9171	17.4418	6.38528	4.30597	6.70596	9.85273	
6.94671	4.56315	7.45604	4.26901	10.6293	12.7752	5.05384	11.416	6.86271	16.8155	
16.7607	15.4961	6.60588	14.48	12.1065	13.7015	6.17263	9.54398	9.89157	13.6041	
10.9921	15.2982	7.34157	7.97426	10.1631	3.68347	8.66331	11.9054	11.86	9.8966	
17.3602	16.8591	15.4536	14.5765	12.227	4.86457	4.87433	14.9201	5.07615	7.48661	
16.7305	5.73499	8.3903	4.40249	4.02299	13.2316	5.03341	4.0935	13.8246	5.75317	
14.7169	8.45839	7.69509	14.4994	15.5938	6.10325	3.70959	16.5665	5.89914	8.16061	
16.6754	14.7252	5.75901	12.1636	10.6169	16.2003	8.14988	11.548	4.3721	14.0349	
5.56561	16.6356	10.7006	10.7752	4.16346	3.53657	17.6633	8.57027	12.1655	12.8336	
12.4498	15.9092	11.8609	17.1436	6.89064	11.3938	7.6535	9.03522	17.7351	9.40433	
9.39742	10.7661	15.5371	15.1574	13.1042	5.74528	12.7216	16.1712	10.8821	6.73166	
9.65146	15.8409	8.55251	9.30068	3.54652	7.80294	15.6925	10.4543	7.55183	4.8973	
10.4989	8.61084	3.22853	6.13718	10.6424	7.25413	11.4076	5.55903	14.1183	4.21718	
8.92965	16.5809	16.499	11.7981	16.9129	3.92305	12.822	4.3626	16.2966	14.4911	
6.93968	14.8381	15.0542	11.6561	11.5645	11.4869	15.385	13.1048	12.8424	11.4559	
5.74607	12.2589	10.483	7.57282	15.9761	14.2043	6.04346	13.5397	13.7813	14.8415	
15.4232	13.3443	17.467	14.308	14.7892	16.276	11.7207	5.99815	11.0291	10.8468	
17.047	15.3036	8.12176	3.12576	10.3551	8.94515	8.52211	4.35476	5.78344	15.129	
6.84555	3.66948	11.2086	13.9186	8.115	8.45936	16.3496	7.82625	8.11226	16.4581	
9.98739	14.4744	10.8513	14.9313	11.0025	15.5191	8.38961	7.06033	11.0655	7.40155	
10.3018	8.42417	7.26487	8.5049	6.98621	7.31319	3.93728	15.9982	14.8438	9.45622	
10.4358	12.4242	12.4065	5.07183	17.4463	9.67989	14.8395	3.744	10.6455	14.276	
8.27202	16.2967	9.1056	15.192	9.43626	14.8956	17.3812	9.97417	16.7563	11.0452	
5.17637	16.6017	5.40022	5.87458	4.3038	6.69649	15.4199	6.02926	10.6565	11.3757	
3.78739	6.90717	17.0804	3.71839	10.6214	16.5136	12.9141	15.408	14.0816	12.3282	
4.71912	15.0166	12.2758	10.9363	9.58385	4.44684	12.6762	12.9501	3.47492	17.7976	
11.0483	4.67863	11.0759	17.6563	8.16912	17.0672	4.05365	8.58626	12.6516	5.25244	
17.7564	3.73647	16.6609	17.5617	4.28405	9.14646	7.72885	5.11138	6.65845	9.3839	
12.3956	15.6846	16.2448	17.3033	15.4895	9.77401	13.8331	3.78784	11.4326	14.1639	
10.9537	16.4164	17.189	9.85919	14.6282	4.29364	4.19524	9.83729	8.58441	7.66453	
12.231	9.47076	11.2363	16.0144	14.1872	16.1279	13.8775	17.1902	16.7693	10.5606	
10.4833	9.29646	8.74522	14.3585	13.835	16.1438	4.1636	14.6133	15.3083	3.68802	
4.16241	15.292	9.76332	9.61077	17.3409	4.13437	15.1438	10.002	10.4707	10.3697	
15.5482	8.05959	7.50784	11.4125	4.86798	4.12291	15.8198	10.6171	14.3621	6.54871	
11.053	9.48186	13.1431	16.5673	16.4405	4.27699	15.3505	7.56383	17.0411	10.5145	
12.8103	9.58955	8.06288	4.0998	12.488	8.86559	15.8946	9.85173	6.74849	6.04207	
7.37423	17.4157	14.3015	14.4398	10.5223	14.4905	13.8494	9.56149	10.698	12.1912	
4.37716	15.7475	13.7042	9.74418	16.7681	16.9565	8.64433	3.59528	15.7882	16.9387	
8.67948	14.7543	11.6325	8.51389	8.9415	12.8524	4.28066	4.58943	8.16675	10.586	
12.1787	16.4154	13.595	10.1375	8.13341	10.8374	10.6165	7.01205	11.4442	16.1208	
17.3813	7.32551	9.2106	7.69744	10.946	11.5746	6.63013	17.6386	5.26579	3.8975	
13.2181	16.7724	15.6827	6.28678	13.2855	15.037	3.27484	7.12675	13.4375	6.01477	
5.91194	9.92134	6.12428	16.747	5.14693	5.85486	5.43723	15.0007	15.6145	6.56356	
15.0769	6.02144	7.30843	8.73881	9.22474	6.42336	14.2723	17.408	13.4373	14.3148	
12.6564	14.5312	12.9028	16.636	11.4007	12.9351	16.8958	3.28909	6.5402	12.8498	
7.69194	8.22053	5.46641	7.48136	4.99782	10.9329	7.67462	13.3555	10.0516	8.77963	
5.48119	10.1694	7.31602	8.07186	16.3069	5.50405	5.73157	14.4093	6.06487	13.9514	
8.01425	15.8386	10.276	9.0042	3.69451	17.2718	10.6934	5.33905	6.39136	9.0097	
11.6467	15.1617	7.75634	4.33196	13.501	5.39095	14.2761	6.51564	6.89621	14.3609	
6.87378	13.598	4.54153	4.19477	3.60822	8.33633	6.8865	17.2625	14.7788	8.50559	
8.56274	7.1153	16.7254	10.3131	15.9055	15.8017	5.69204	9.03486	16.3769	4.00074	
3.75312	14.26	14.0294	16.8061	7.88482	8.57529	14.1003	3.86775	12.8335	8.07078	
11.4518	12.4285	16.6212	11.5795	10.6906	5.47927	16.8301	15.1192	13.6201	6.74105	
14.1047	8.42878	13.0407	7.77516	15.011	12.3211	8.47739	9.34483	15.3139	3.90449	
9.02486	15.8508	9.09461	6.5803	4.67568	7.96301	7.93651	15.9878	7.08264	4.52913	
4.89891	10.1957	10.3706	3.72333	11.4118	12.1073	10.7843	5.49479	12.4698	17.3595	
17.2135	7.70444	5.00275	13.1978	17.5242	6.15386	5.49138	16.2415	3.62919	4.10281	
14.83	17.469	12.9479	15.2405	11.6058	7.24315	13.642	16.392	13.1294	12.5213	
6.18668	6.54138	16.3264	12.2959	3.89546	16.2886	8.94838	9.82598	13.1183	16.6981	
12.3307	8.71013	7.11436	10.203	12.9284	12.8437	5.59283	8.7525	16.5366	16.6861	
5.39254	6.7899	9.15634	8.96019	11.3068	11.8453	12.8877	8.93322	15.7001	10.275	
12.7832	8.72988	13.1612	16.6027	10.7746	9.64874	7.69522	14.6001	11.1336	11.609	
5.75264	16.3017	9.94842	12.0146	5.53409	6.71241	9.07837	4.06889	7.2492	6.16336	
4.64036	17.0849	10.0823	16.3901	10.0269	17.2622	12.1403	16.0821	17.5732	12.3901	
10.2277	9.44488	16.8804	4.21922	6.13462	7.60421	9.94541	11.3919	10.2714	8.7747	
10.8382	11.0795	12.0388	15.2102	12.2165	15.0703	8.32258	9.12061	3.79942	3.69454	
4.58113	9.04301	5.9444	12.6665	8.3474	12.2884	6.73309	9.03125	14.873	10.1099	
6.33752	4.174	5.75295	9.31921	17.5142	13.1482	12.0503	14.3171	5.33876	6.30021	
16.7077	17.1413	7.92853	15.0316	15.5807	15.3909	8.46529	6.47197	6.41607	5.21482	
13.0166	11.0397	3.42534	7.71689	4.30828	11.7186	7.21946	3.35281	7.52607	15.1648	
10.0484	5.79461	9.74225	17.3044	7.2824	6.89543	14.4664	7.80198	8.88724	16.9797	
12.4974	3.25615	12.8889	10.3237	11.7751	7.08489	14.7437	15.0005	5.59716	4.31525	
7.85969	17.3513	9.48894	12.5148	15.9886	9.27507	5.52223	12.5734	9.43636	13.7977	
3.4219	6.52491	7.15218	10.844	14.713	13.6587	9.26399	13.2905	10.9369	3.48052	
8.74998	14.2556	10.3381	13.235	5.19115	4.58676	14.0118	7.71776	9.954	6.45412	
7.25107	16.2646	13.1282	4.77213	12.4129	16.1032	16.2842	7.56049	6.36649	14.1683	
17.0071	3.9132	4.72091	16.4153	4.3703	11.4399	10.8696	9.18352	6.79647	13.0665	
8.13881	17.0101	3.52881	3.94539	14.5909	16.4677	3.92585	13.1001	4.07569	15.9881	
12.8138	7.45186	15.403	13.4189	11.0285	3.19083	17.466	3.72292	6.92685	4.24675	
8.04069	13.0453	16.635	5.93763	10.9471	16.4146	11.0871	14.2396	6.761	8.4666	
3.26402	16.1038	5.79633	9.21593	7.73365	3.73512	7.47481	12.4692	12.9304	6.88142	
4.93625	15.2879	6.84146	10.8769	11.6504	10.8053	8.15123	11.4567	4.53113	6.9228	
16.392	13.7866	16.6901	17.0117	14.0537	4.22486	13.45	12.4872	15.8583	8.77104	
6.39627	14.4174	11.6468	9.01572	4.39532	6.9785	6.70345	8.00526	14.0491	10.7159	
7.48793	11.9562	11.6604	3.50043	12.6804	7.39965	5.0296	12.4151	4.98015	15.5436	
13.3848	5.54151	3.63172	15.4008	16.8507	13.012	15.5745	4.80597	6.6692	7.49373	
8.05136	9.42151	9.4064	4.81655	14.2267	11.307	7.68505	9.70632	15.0282	14.9471	
12.204	16.533	11.8231	14.1634	14.8869	6.35637	4.39687	7.23454	16.1873	14.2093	
6.42245	4.99468	11.87	17.0386	13.2532	3.96702	15.2604	8.0567	9.70249	15.9602	
4.90422	7.18135	9.3931	7.49461	15.2607	8.82423	14.5194	9.34041	8.49542	5.67896	
10.8484	13.9582	16.9929	15.5809	14.8785	3.77977	12.8904	13.7487	11.0887	8.41389	
9.56823	13.8717	9.08854	5.60076	6.92125	7.94784	9.16571	15.9161	7.87516	17.3765	
13.4518	13.0874	14.0143	14.8379	11.4065	3.48715	14.2155	6.13601	5.27294	7.60235	



